"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1104","empty state: no suggestions shows appropriate message","mobile-chrome","Tue Apr 14 22:11:31 UTC 2026","passed","Tue Apr 14 22:11:32 UTC 2026","Suggestions Board — Public Browsing","suggestions-board.spec.ts","",""
"","1661","all ban management actions create audit log entries","webkit","Tue Apr 14 22:05:59 UTC 2026","passed","Tue Apr 14 22:06:01 UTC 2026","Admin Unified Ban Management (11.17)","admin-suggestions.spec.ts","",""
"","516","timeline: created -> merged (with original linked)","mobile-chrome","Tue Apr 14 22:03:45 UTC 2026","passed","Tue Apr 14 22:03:45 UTC 2026","Admin Suggestion History Timeline (11.94)","admin-suggestions.spec.ts","",""
"","485","duplicate detection: no matches shows no ""Load more""","chromium","Tue Apr 14 22:11:12 UTC 2026","passed","Tue Apr 14 22:11:13 UTC 2026","Suggestion Submission Edge Cases","suggestions-board.spec.ts","",""
"","1978","stop monitoring — click Stop, verify status gone","webkit","Tue Apr 14 22:02:49 UTC 2026","passed","Tue Apr 14 22:02:51 UTC 2026","Admin Spin Monitor","admin-spin-monitor.spec.ts","",""
"","0","discard changes reverts all modifications","webkit","Tue Apr 14 21:59:02 UTC 2026","skipped","Tue Apr 14 21:59:02 UTC 2026","Admin Gifts Tab","admin-gifts.spec.ts","",""
"","521","Starting Screens tab is visible in nav bar","mobile-chrome","Tue Apr 14 21:59:38 UTC 2026","passed","Tue Apr 14 21:59:39 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","362","suspended section has warning icon","mobile-chrome","Tue Apr 14 22:08:52 UTC 2026","passed","Tue Apr 14 22:08:52 UTC 2026","Portal — Suspension Section Structure","portal-auth.spec.ts","",""
"","2308","suspend: cascade preview shows affected devices, networks, accounts","webkit","Tue Apr 14 22:05:45 UTC 2026","passed","Tue Apr 14 22:05:48 UTC 2026","Admin Unified Ban Management (11.17)","admin-suggestions.spec.ts","",""
"","1088","all external script sources are from allowed origins","firefox","Tue Apr 14 22:13:28 UTC 2026","passed","Tue Apr 14 22:13:29 UTC 2026","Portal — CSP & Security Headers","portal-security.spec.ts","",""
"","933","after login, ""+ Suggest"" button enabled","webkit","Tue Apr 14 22:17:40 UTC 2026","passed","Tue Apr 14 22:17:41 UTC 2026","Roadmap Auth — Logged In State","roadmap-auth.spec.ts","",""
"","823","Starting Screens tab has active class when selected","firefox","Tue Apr 14 22:01:58 UTC 2026","passed","Tue Apr 14 22:01:59 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","675","submitting with email only triggers password validation","firefox","Tue Apr 14 22:12:08 UTC 2026","passed","Tue Apr 14 22:12:08 UTC 2026","Portal — Login Form Validation","portal-auth.spec.ts","",""
"","981","empty state — input and start visible, stop hidden","firefox","Tue Apr 14 22:01:43 UTC 2026","passed","Tue Apr 14 22:01:44 UTC 2026","Admin Spin Monitor","admin-spin-monitor.spec.ts","",""
"","3505","acknowledge alert changes its status","chromium","Tue Apr 14 21:53:08 UTC 2026","passed","Tue Apr 14 21:53:12 UTC 2026","Admin Alerts","admin-alerts.spec.ts","",""
"","897","mobile viewport: layout responsive, no horizontal scroll","firefox","Tue Apr 14 22:15:06 UTC 2026","passed","Tue Apr 14 22:15:07 UTC 2026","Roadmap Page — Theme & Layout","roadmap-redesign.spec.ts","",""
"","1289","link to roadmap: dropdown of roadmap features, selection saves","mobile-chrome","Tue Apr 14 22:00:53 UTC 2026","passed","Tue Apr 14 22:00:54 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","1599","sort ""Most Voted"" works (verify order)","webkit","Tue Apr 14 22:19:13 UTC 2026","passed","Tue Apr 14 22:19:15 UTC 2026","Suggestions Board — Public Browsing","suggestions-board.spec.ts","",""
"","346","suspension end date is hidden by default","mobile-chrome","Tue Apr 14 22:08:53 UTC 2026","passed","Tue Apr 14 22:08:54 UTC 2026","Portal — Suspension Section Structure","portal-auth.spec.ts","",""
"","3719","navigating away from Reports stops onSnapshot listeners","chromium","Tue Apr 14 21:59:36 UTC 2026","passed","Tue Apr 14 21:59:40 UTC 2026","Admin Realtime Features","admin-realtime.spec.ts","",""
"","474","soft keyboard: description field does not get hidden behind keyboard","chromium","Tue Apr 14 22:11:31 UTC 2026","passed","Tue Apr 14 22:11:31 UTC 2026","Mobile-Specific Interactions","suggestions-board.spec.ts","",""
"","2643","empty alert state shows appropriate message when no alerts","mobile-chrome","Tue Apr 14 21:52:58 UTC 2026","passed","Tue Apr 14 21:53:01 UTC 2026","Admin Alerts","admin-alerts.spec.ts","",""
"","1112","card: planned status (accent border, ""Planned"" badge, vote arrows hidden)","chromium","Tue Apr 14 22:11:38 UTC 2026","passed","Tue Apr 14 22:11:39 UTC 2026","Suggestion Card UI States","suggestions-board.spec.ts","",""
"","979","plain text with URLs: displayed as clickable links","webkit","Tue Apr 14 22:21:41 UTC 2026","passed","Tue Apr 14 22:21:42 UTC 2026","Suggestion Description Display","suggestions-board.spec.ts","",""
"","133","events.json is fetchable and valid JSON","mobile-chrome","Tue Apr 14 22:11:00 UTC 2026","passed","Tue Apr 14 22:11:00 UTC 2026","Seasonal Theme System","seasonal-theme.spec.ts","",""
"","1134","card: planned status (accent border, ""Planned"" badge, vote arrows hidden)","mobile-chrome","Tue Apr 14 22:12:52 UTC 2026","passed","Tue Apr 14 22:12:54 UTC 2026","Suggestion Card UI States","suggestions-board.spec.ts","",""
"","261","no-account renders at 320px without overflow","chromium","Tue Apr 14 22:07:52 UTC 2026","passed","Tue Apr 14 22:07:52 UTC 2026","Portal — Responsive: No Account Screen","portal-a11y.spec.ts","",""
"","2860","approve button moves suggestion to accepted and removes from queue","mobile-safari","Tue Apr 14 22:37:41 UTC 2026","passed","Tue Apr 14 22:37:44 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","656","re-auth form has no action attribute","webkit","Tue Apr 14 22:16:55 UTC 2026","passed","Tue Apr 14 22:16:55 UTC 2026","Portal — Form Action Security","portal-security.spec.ts","",""
"","564","section headings change when language is set to Spanish","chromium","Tue Apr 14 22:13:41 UTC 2026","passed","Tue Apr 14 22:13:42 UTC 2026","Translation Verification > Khmer New Year Page","translation-verification.spec.ts","",""
"","913","Enter key starts spin monitoring","chromium","Tue Apr 14 21:58:40 UTC 2026","passed","Tue Apr 14 21:58:41 UTC 2026","Admin Keyboard Shortcuts","admin-keyboard.spec.ts","",""
"","503","identifies Shyden Ltd as data controller","webkit","Tue Apr 14 22:14:21 UTC 2026","passed","Tue Apr 14 22:14:21 UTC 2026","Privacy Policy — Shyden Ltd data controller","legal-pages.spec.ts","",""
"","646","card: tags overflow wraps to next line (no horizontal scroll)","chromium","Tue Apr 14 22:11:42 UTC 2026","passed","Tue Apr 14 22:11:43 UTC 2026","Suggestion Card UI States","suggestions-board.spec.ts","",""
"","608","re-auth modal has role=""dialog""","webkit","Tue Apr 14 22:16:32 UTC 2026","passed","Tue Apr 14 22:16:33 UTC 2026","Portal — Modal Structure","portal-dashboard.spec.ts","",""
"","1197","clicking bell without login shows login modal with sign-in buttons","mobile-chrome","Tue Apr 14 22:10:23 UTC 2026","passed","Tue Apr 14 22:10:24 UTC 2026","Roadmap Page — Theme & Layout","roadmap-redesign.spec.ts","",""
"","1769","screen card has all expected form fields","firefox","Tue Apr 14 22:02:06 UTC 2026","passed","Tue Apr 14 22:02:07 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","1","edit gift inline — name and coinValue persist after Apply","mobile-safari","Tue Apr 14 22:30:28 UTC 2026","skipped","Tue Apr 14 22:30:28 UTC 2026","Admin Gifts Tab","admin-gifts.spec.ts","",""
"","500","recovery section has data-i18n attributes","mobile-chrome","Tue Apr 14 22:08:15 UTC 2026","passed","Tue Apr 14 22:08:15 UTC 2026","Portal — i18n: Data Attributes","portal-a11y.spec.ts","",""
"","2800","expand device detail shows full info","webkit","Tue Apr 14 21:56:32 UTC 2026","passed","Tue Apr 14 21:56:35 UTC 2026","Admin Devices Tab","admin-devices.spec.ts","",""
"","323","TOTP status text shows loading initially","mobile-chrome","Tue Apr 14 22:09:06 UTC 2026","passed","Tue Apr 14 22:09:06 UTC 2026","Portal — Security Section Content","portal-dashboard.spec.ts","",""
"","1716","suspend: duration picker offers 1d/3d/7d/30d/permanent options","firefox","Tue Apr 14 22:03:54 UTC 2026","passed","Tue Apr 14 22:03:56 UTC 2026","Admin Unified Ban Management (11.17)","admin-suggestions.spec.ts","",""
"","1054","filter by phase category works","chromium","Tue Apr 14 22:10:27 UTC 2026","passed","Tue Apr 14 22:10:28 UTC 2026","Suggestions Board — Public Browsing","suggestions-board.spec.ts","",""
"","3641","delete fun fact removes it permanently","webkit","Tue Apr 14 21:57:48 UTC 2026","passed","Tue Apr 14 21:57:52 UTC 2026","Admin Fun Facts","admin-funfacts.spec.ts","",""
"","1066","bulk select: checkbox on each suggestion card","mobile-chrome","Tue Apr 14 22:03:34 UTC 2026","passed","Tue Apr 14 22:03:35 UTC 2026","Admin Bulk Operations (11.93)","admin-suggestions.spec.ts","",""
"","628","no console errors on page load","firefox","Tue Apr 14 22:12:41 UTC 2026","passed","Tue Apr 14 22:12:42 UTC 2026","Portal — Console & Environment Checks","portal-auth.spec.ts","",""
"","795","clicking Suggest button shows login modal","chromium","Tue Apr 14 22:08:52 UTC 2026","passed","Tue Apr 14 22:08:53 UTC 2026","Roadmap Auth — Login Prompt","roadmap-auth.spec.ts","",""
"","1890","character counter updates for description (N/200)","webkit","Tue Apr 14 22:10:44 UTC 2026","passed","Tue Apr 14 22:10:46 UTC 2026","Admin Users - Extra Profile Fields","admin-users-extra.spec.ts","",""
"","2197","GCS reset to 100","chromium","Tue Apr 14 22:05:51 UTC 2026","passed","Tue Apr 14 22:05:53 UTC 2026","Admin Users - Moderation Subtab","admin-users-moderation.spec.ts","",""
"","1160","opens from per-feature bell icon (feature pre-selected)","webkit","Tue Apr 14 22:23:42 UTC 2026","passed","Tue Apr 14 22:23:44 UTC 2026","Subscribe Modal","suggestions-subscribe.spec.ts","",""
"","813","/community-guidelines.html footer shows Shyden Ltd copyright","firefox","Tue Apr 14 22:11:12 UTC 2026","passed","Tue Apr 14 22:11:13 UTC 2026","Shyden Ltd branding across legal pages","legal-pages.spec.ts","",""
"","656","auth state indicator in header area (small avatar + name)","firefox","Tue Apr 14 22:14:37 UTC 2026","passed","Tue Apr 14 22:14:38 UTC 2026","Roadmap Auth — Logged In State","roadmap-auth.spec.ts","",""
"","874","device binding section shows seeded data","chromium","Tue Apr 14 22:05:53 UTC 2026","passed","Tue Apr 14 22:05:54 UTC 2026","Admin Users - Moderation Subtab","admin-users-moderation.spec.ts","",""
"","1265","no network requests to dev API when running locally","firefox","Tue Apr 14 22:13:30 UTC 2026","passed","Tue Apr 14 22:13:31 UTC 2026","Portal — Environment Isolation","portal-security.spec.ts","",""
"","2887","page loads without errors in clean context","mobile-safari","Tue Apr 14 23:01:10 UTC 2026","passed","Tue Apr 14 23:01:12 UTC 2026","Incognito & Storage Restrictions","suggestions-security.spec.ts","",""
"","513","has viewport meta tag","webkit","Tue Apr 14 22:15:11 UTC 2026","passed","Tue Apr 14 22:15:11 UTC 2026","Portal — Page Load & Structure","portal-auth.spec.ts","",""
"","1571","description in RTL language: text aligned right","webkit","Tue Apr 14 22:21:44 UTC 2026","passed","Tue Apr 14 22:21:46 UTC 2026","Suggestion Description Display","suggestions-board.spec.ts","",""
"","508","only allowlisted routes are valid","mobile-chrome","Tue Apr 14 22:09:22 UTC 2026","passed","Tue Apr 14 22:09:22 UTC 2026","Portal — XSS Prevention via Hash Routing","portal-security.spec.ts","",""
"","502","account grid has Profile card","firefox","Tue Apr 14 22:12:44 UTC 2026","passed","Tue Apr 14 22:12:45 UTC 2026","Portal — Dashboard Section Content","portal-dashboard.spec.ts","",""
"","1716","rejected suggestion shows decline reason (if provided)","mobile-safari","Tue Apr 14 22:56:49 UTC 2026","passed","Tue Apr 14 22:56:51 UTC 2026","Suggestions Board — Public Browsing","suggestions-board.spec.ts","",""
"","979","message modal has close button","mobile-safari","Tue Apr 14 22:52:25 UTC 2026","passed","Tue Apr 14 22:52:26 UTC 2026","Portal — Message Modal Structure","portal-auth.spec.ts","",""
"","342","no-account section has data-i18n attributes","chromium","Tue Apr 14 22:07:48 UTC 2026","passed","Tue Apr 14 22:07:48 UTC 2026","Portal — i18n: Data Attributes","portal-a11y.spec.ts","",""
"","3710","unbind cancel keeps device in the list","webkit","Tue Apr 14 21:56:42 UTC 2026","passed","Tue Apr 14 21:56:46 UTC 2026","Admin Devices Tab","admin-devices.spec.ts","",""
"","388","has i18n data attributes for translatable content","mobile-chrome","Tue Apr 14 22:07:41 UTC 2026","passed","Tue Apr 14 22:07:42 UTC 2026","Landing Page","landing-page.spec.ts","",""
"","290","loading section exists in DOM","chromium","Tue Apr 14 22:07:55 UTC 2026","passed","Tue Apr 14 22:07:55 UTC 2026","Portal — Page Load & Structure","portal-auth.spec.ts","",""
"","453","Google Play link has correct href","mobile-chrome","Tue Apr 14 22:08:38 UTC 2026","passed","Tue Apr 14 22:08:39 UTC 2026","Portal — No Account Screen","portal-auth.spec.ts","",""
"","821","sign out removes auth from subsequent API calls","webkit","Tue Apr 14 22:17:52 UTC 2026","passed","Tue Apr 14 22:17:53 UTC 2026","Roadmap Auth — Session Persistence","roadmap-auth.spec.ts","",""
"","0","edit gift inline — name and coinValue persist after Apply","firefox","Tue Apr 14 21:59:29 UTC 2026","skipped","Tue Apr 14 21:59:29 UTC 2026","Admin Gifts Tab","admin-gifts.spec.ts","",""
"","4540","audit log new entries appear without page refresh","mobile-chrome","Tue Apr 14 22:03:29 UTC 2026","passed","Tue Apr 14 22:03:34 UTC 2026","Admin Notifications (11.92)","admin-suggestions.spec.ts","",""
"","3422","overturn available on all non-pending states with correct state transitions","mobile-safari","Tue Apr 14 22:38:15 UTC 2026","passed","Tue Apr 14 22:38:19 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","1221","filter by level shows only matching entries","firefox","Tue Apr 14 21:59:43 UTC 2026","passed","Tue Apr 14 21:59:45 UTC 2026","Admin Logs","admin-logs.spec.ts","",""
"","5352","device ban from Devices tab appears in user moderation bans","mobile-safari","Tue Apr 14 22:26:33 UTC 2026","passed","Tue Apr 14 22:26:39 UTC 2026","Admin Cross-Tab Interactions","admin-cross-tab.spec.ts","",""
"","1271","screen card form has labels for its fields","mobile-chrome","Tue Apr 14 22:00:22 UTC 2026","passed","Tue Apr 14 22:00:23 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","4695","backups tab loads and shows list or empty state","mobile-safari","Tue Apr 14 22:28:36 UTC 2026","passed","Tue Apr 14 22:28:40 UTC 2026","Admin Empty States","admin-empty-states.spec.ts","",""
"","433","no-account renders at 320px without overflow","mobile-chrome","Tue Apr 14 22:08:22 UTC 2026","passed","Tue Apr 14 22:08:23 UTC 2026","Portal — Responsive: No Account Screen","portal-a11y.spec.ts","",""
"","1095","i18n: download prompt text translatable","mobile-safari","Tue Apr 14 22:54:24 UTC 2026","passed","Tue Apr 14 22:54:26 UTC 2026","Roadmap Auth — No Account Found","roadmap-auth.spec.ts","",""
"","0","milestone type toggle — gift type shows gift select","mobile-safari","Tue Apr 14 22:28:10 UTC 2026","skipped","Tue Apr 14 22:28:10 UTC 2026","Admin Economy Config","admin-economy-config.spec.ts","",""
"","372","displays ShyTalk logo","mobile-chrome","Tue Apr 14 22:07:37 UTC 2026","passed","Tue Apr 14 22:07:38 UTC 2026","Landing Page","landing-page.spec.ts","",""
"","2112","comment form visible on accepted suggestions after login","webkit","Tue Apr 14 22:17:42 UTC 2026","passed","Tue Apr 14 22:17:44 UTC 2026","Roadmap Auth — Logged In State","roadmap-auth.spec.ts","",""
"","772","clear system messages shows success","chromium","Tue Apr 14 21:59:19 UTC 2026","passed","Tue Apr 14 21:59:20 UTC 2026","Admin Maintenance Tab","admin-maintenance.spec.ts","",""
"","2705","TOTP code input has associated label","mobile-safari","Tue Apr 14 22:50:08 UTC 2026","passed","Tue Apr 14 22:50:10 UTC 2026","Portal — Accessibility: Labels & ARIA","portal-a11y.spec.ts","",""
"","568","timeline: created -> merged (with original linked)","chromium","Tue Apr 14 22:04:41 UTC 2026","passed","Tue Apr 14 22:04:42 UTC 2026","Admin Suggestion History Timeline (11.94)","admin-suggestions.spec.ts","",""
"","1777","appeal approve results in user unsuspension","firefox","Tue Apr 14 21:56:35 UTC 2026","passed","Tue Apr 14 21:56:37 UTC 2026","Admin Cross-Tab Interactions","admin-cross-tab.spec.ts","",""
"","1436","alert bell click navigates to Logs tab alerts section","webkit","Tue Apr 14 21:52:49 UTC 2026","passed","Tue Apr 14 21:52:50 UTC 2026","Admin Alerts","admin-alerts.spec.ts","",""
"","992","recovery screen has correct heading","mobile-safari","Tue Apr 14 22:51:45 UTC 2026","passed","Tue Apr 14 22:51:46 UTC 2026","Portal — Recovery Screen","portal-auth.spec.ts","",""
"","1069","audit log tab loads with entries","webkit","Tue Apr 14 22:06:57 UTC 2026","passed","Tue Apr 14 22:06:58 UTC 2026","Admin Audit Log (11.18)","admin-suggestions.spec.ts","",""
"","0","confirm dialog shows add, modify, and delete categories","mobile-safari","Tue Apr 14 22:30:28 UTC 2026","skipped","Tue Apr 14 22:30:28 UTC 2026","Admin Gifts Tab","admin-gifts.spec.ts","",""
"","379","identifies Shyden Ltd as data controller","firefox","Tue Apr 14 22:11:13 UTC 2026","passed","Tue Apr 14 22:11:14 UTC 2026","Privacy Policy — Shyden Ltd data controller","legal-pages.spec.ts","",""
"","917","loading section exists in DOM","firefox","Tue Apr 14 22:11:52 UTC 2026","passed","Tue Apr 14 22:11:53 UTC 2026","Portal — Page Load & Structure","portal-auth.spec.ts","",""
"","1568","submitting with email only triggers password validation","mobile-safari","Tue Apr 14 22:51:35 UTC 2026","passed","Tue Apr 14 22:51:37 UTC 2026","Portal — Login Form Validation","portal-auth.spec.ts","",""
"","852","search by unique ID filters reports","chromium","Tue Apr 14 21:59:56 UTC 2026","passed","Tue Apr 14 21:59:57 UTC 2026","Admin Reports","admin-reports.spec.ts","",""
"","1176","timeline entries include admin name and timestamp","mobile-chrome","Tue Apr 14 22:03:47 UTC 2026","passed","Tue Apr 14 22:03:48 UTC 2026","Admin Suggestion History Timeline (11.94)","admin-suggestions.spec.ts","",""
"","888","change password button exists","mobile-safari","Tue Apr 14 22:52:52 UTC 2026","passed","Tue Apr 14 22:52:53 UTC 2026","Portal — Security Section Content","portal-dashboard.spec.ts","",""
"","795","conversation viewer displays messages when available","chromium","Tue Apr 14 22:00:10 UTC 2026","skipped","Tue Apr 14 22:00:11 UTC 2026","Admin Reports","admin-reports.spec.ts","",""
"","4318","banners tab shows content or appropriate empty state","webkit","Tue Apr 14 21:57:15 UTC 2026","passed","Tue Apr 14 21:57:20 UTC 2026","Admin Empty States","admin-empty-states.spec.ts","",""
"","288","portal-app container exists","chromium","Tue Apr 14 22:07:56 UTC 2026","passed","Tue Apr 14 22:07:56 UTC 2026","Portal — Page Load & Structure","portal-auth.spec.ts","",""
"","900","back button during submission: form state preserved","webkit","Tue Apr 14 22:20:39 UTC 2026","passed","Tue Apr 14 22:20:39 UTC 2026","Suggestion Submission Edge Cases","suggestions-board.spec.ts","",""
"","795","default state: in-app only checked for all events","firefox","Tue Apr 14 22:20:09 UTC 2026","passed","Tue Apr 14 22:20:09 UTC 2026","Subscribe Modal","suggestions-subscribe.spec.ts","",""
"","947","all features render correctly","webkit","Tue Apr 14 22:23:21 UTC 2026","passed","Tue Apr 14 22:23:22 UTC 2026","Browser Compatibility","suggestions-security.spec.ts","",""
"","1573","clear backpacks empties all backpacks","webkit","Tue Apr 14 22:00:08 UTC 2026","passed","Tue Apr 14 22:00:10 UTC 2026","Admin Maintenance Tab","admin-maintenance.spec.ts","",""
"","1078","ring chart renders within 1 second of data load","mobile-safari","Tue Apr 14 22:56:05 UTC 2026","passed","Tue Apr 14 22:56:06 UTC 2026","Performance","roadmap-redesign.spec.ts","",""
"","550","greetings section has multiple languages","mobile-chrome","Tue Apr 14 22:07:30 UTC 2026","passed","Tue Apr 14 22:07:31 UTC 2026","Khmer New Year Page","khmer-new-year-page.spec.ts","",""
"","1592","graph zoom/pan on desktop","mobile-chrome","Tue Apr 14 22:03:14 UTC 2026","passed","Tue Apr 14 22:03:16 UTC 2026","Admin Identity Graph Visualization (11.65)","admin-suggestions.spec.ts","",""
"","469","security section is hidden","mobile-chrome","Tue Apr 14 22:08:45 UTC 2026","passed","Tue Apr 14 22:08:46 UTC 2026","Portal — Hidden Sections on Load","portal-auth.spec.ts","",""
