"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1290","signInScreen_showsAppTitle","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.AuthFlowTest","com.shyden.shytalk.journey.AuthFlowTest",""
"","3081","settings_privacyPolicy_navigates","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:56 UTC 2026","","com.shyden.shytalk.journey.SettingsNavigationTest","com.shyden.shytalk.journey.SettingsNavigationTest",""
"","56","owner CAN read OWN giftWall regardless of stale claim (age-up race)","integration","Thu Aug 27 12:34:30 UTC 2026","passed","Thu Aug 27 12:34:30 UTC 2026","Integration — cohort gate: users/{uid}/giftWall (subcollection bypass)","10-firestore-cohort-rules.spec.ts","",""
"","1449","signInScreen_devSignInButton_doesNotExistAnywhere","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.AuthFlowTest","com.shyden.shytalk.journey.AuthFlowTest",""
"","1694","theEscapeSweepCanActuallyFail","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest",""
"","1593","walletScreen_showsBalance","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.WalletAndTransactionsTest","com.shyden.shytalk.journey.WalletAndTransactionsTest",""
"","3503","clickRoom_navigatesToRoomScreen","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:56 UTC 2026","","com.shyden.shytalk.journey.RoomBrowsingTest","com.shyden.shytalk.journey.RoomBrowsingTest",""
"","1111","error_showsMessage_andButtonStaysEnabledForRetry","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.warning.WarningScreenStateTest","com.shyden.shytalk.feature.warning.WarningScreenStateTest",""
"","24","minor caller CANNOT create a room tagged cohort=adult (forging defence)","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","27","noStringResourceRendersABackslash","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:53 UTC 2026","","com.shyden.shytalk.resources.StringResourceContentTest","com.shyden.shytalk.resources.StringResourceContentTest",""
"","1443","profileTab_giftWallTab_clickable","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.GiftWallJourneyTest","com.shyden.shytalk.journey.GiftWallJourneyTest",""
"","1727","identity_existingUser_signInProceedsNormally","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.IdentityFlowTest","com.shyden.shytalk.journey.IdentityFlowTest",""
"","1464","walletScreen_transactionsButton_navigates","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.WalletAndTransactionsTest","com.shyden.shytalk.journey.WalletAndTransactionsTest",""
"","1719","linkedAccounts_singleProvider_noUnlinkButton","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.LinkedAccountsTest","com.shyden.shytalk.journey.LinkedAccountsTest",""
"","56","group admin CANNOT add ANY participant when frozenAtMigration is true","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — conversation participant ADD gate + frozenAtMigration freeze","10-firestore-cohort-rules.spec.ts","",""
"","1855","warningIsAbsentOnPickImageStep_whenIsPreviewBuildFalse","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest",""
"","5324","createRoom_submitForm_navigatesToNewRoom","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:58 UTC 2026","","com.shyden.shytalk.journey.RoomCreationTest","com.shyden.shytalk.journey.RoomCreationTest",""
"","1616","signInScreen_personaPicker_visibleOnLocal","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.AuthFlowTest","com.shyden.shytalk.journey.AuthFlowTest",""
"","26","adult caller CAN create a room with cohort=adult","integration","Thu Aug 27 12:34:30 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","33","group create with cohort field mismatching caller's claim is rejected (forging defence)","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — cohort gate: conversations create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","52","cross-cohort caller CANNOT add self to participantIds via update","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — rooms join gate (cross-cohort + third-party-id-smuggling)","10-firestore-cohort-rules.spec.ts","",""
"","1490","theToggleReadsUnmuteWhenTheSeatIsMuted","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.room.MicToggleTest","com.shyden.shytalk.feature.room.MicToggleTest",""
"","36","GET /api/health responds OK from a real Express instance","integration","Thu Aug 27 12:34:19 UTC 2026","passed","Thu Aug 27 12:34:19 UTC 2026","Integration — Express ↔ Firestore","01-express-firestore-roundtrip.spec.ts","",""
"","3036","settings_backButton_returnsToMain","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:56 UTC 2026","","com.shyden.shytalk.journey.SettingsNavigationTest","com.shyden.shytalk.journey.SettingsNavigationTest",""
"","44","minor CANNOT read adult room","integration","Thu Aug 27 12:34:28 UTC 2026","passed","Thu Aug 27 12:34:28 UTC 2026","Integration — cohort gate: rooms","10-firestore-cohort-rules.spec.ts","",""
"","48","participant CANNOT set crossCohortAtMigration on a non-flagged thread (grief attack)","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — conversation migration-flag immutability","10-firestore-cohort-rules.spec.ts","",""
"","194","returns 404 when productId has no matching coinPackage","integration","Thu Aug 27 12:34:22 UTC 2026","passed","Thu Aug 27 12:34:22 UTC 2026","Integration — IAP replay protection","05-iap-replay-protection.spec.ts","",""
"","31","caller CANNOT stamp frozenAtMigration=true on a NEW group (pre-empt self-freeze)","integration","Thu Aug 27 12:34:33 UTC 2026","passed","Thu Aug 27 12:34:33 UTC 2026","Integration — conversation create cannot stamp migration flags","10-firestore-cohort-rules.spec.ts","",""
"","58","owner CAN read same-cohort stalker entry","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — cohort gate: stalkers subcollection","10-firestore-cohort-rules.spec.ts","",""
"","37","non-admin authed user CANNOT read segregationEvents","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — segregationEvents collection rules","10-firestore-cohort-rules.spec.ts","",""
"","25","group create with non-enum cohort value is rejected","integration","Thu Aug 27 12:34:33 UTC 2026","passed","Thu Aug 27 12:34:33 UTC 2026","Integration — conversation create structural defences","10-firestore-cohort-rules.spec.ts","",""
"","2683","minor_isNotOfferedMessages","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.CohortSurfaceTest","com.shyden.shytalk.journey.CohortSurfaceTest",""
"","24","null-cohort caller defaults to minor — can create cohort=minor room","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","195","returns 400 when sender tries to gift themselves","integration","Thu Aug 27 12:34:21 UTC 2026","passed","Thu Aug 27 12:34:21 UTC 2026","Integration — gift-direct state cascade","04-gift-direct-cascade.spec.ts","",""
"","25","invalid cohort value (string not in allow-list) is rejected","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","3291","settingsButton_navigatesToSettings","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:56 UTC 2026","","com.shyden.shytalk.journey.SettingsNavigationTest","com.shyden.shytalk.journey.SettingsNavigationTest",""
"","42","admin CAN read any giftRankings doc cross-cohort","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — cohort gate: giftRankings","10-firestore-cohort-rules.spec.ts","",""
"","50","same-cohort caller CAN read messages of a same-cohort room","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — cohort gate: rooms/{id}/messages (subcollection bypass)","10-firestore-cohort-rules.spec.ts","",""
"","47","client CANNOT read warnings subcollection (server only)","integration","Thu Aug 27 12:34:25 UTC 2026","passed","Thu Aug 27 12:34:25 UTC 2026","Integration — Firestore rules: warnings subcollection","07-firestore-rules-enforcement.spec.ts","",""
"","40","1:1 create with missing OTHER user doc is rejected (fail-closed)","integration","Thu Aug 27 12:34:33 UTC 2026","passed","Thu Aug 27 12:34:33 UTC 2026","Integration — conversation create structural defences","10-firestore-cohort-rules.spec.ts","",""
"","52","null cohort on both sides → read succeeds (rollout safety)","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — cohort gate: rooms","10-firestore-cohort-rules.spec.ts","",""
"","54","adult-claim caller CANNOT read null-cohort legacy doc (mismatch)","integration","Thu Aug 27 12:34:28 UTC 2026","passed","Thu Aug 27 12:34:28 UTC 2026","Integration — cohort gate: users","10-firestore-cohort-rules.spec.ts","",""
"","49","adult owner CANNOT read pre-PR1 null-cohort stalker entry (legacy data)","integration","Thu Aug 27 12:34:30 UTC 2026","passed","Thu Aug 27 12:34:30 UTC 2026","Integration — cohort gates: null-cohort doc edge cases","10-firestore-cohort-rules.spec.ts","",""
"","42","P3 LOCKDOWN: same-cohort caller CANNOT add self to participantIds via direct update — must use /rooms/:roomId/join endpoint","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — rooms join gate (cross-cohort + third-party-id-smuggling)","10-firestore-cohort-rules.spec.ts","",""
"","2223","mainScreen_showsDailyRewardDialog","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.DailyRewardTest","com.shyden.shytalk.journey.DailyRewardTest",""
"","1222","stalkersTab_notShown_forOtherUser","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.FollowListJourneyTest","com.shyden.shytalk.journey.FollowListJourneyTest",""
"","31","ownerId must equal callerUniqueId (no proxy rooms)","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","1522","linkedAccounts_showsUnlinkButtons_whenMultipleProviders","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.LinkedAccountsTest","com.shyden.shytalk.journey.LinkedAccountsTest",""
"","1719","switchBetweenTabs","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.FollowListJourneyTest","com.shyden.shytalk.journey.FollowListJourneyTest",""
"","40","cross-cohort caller CANNOT read messages of a same-cohort-blocked room","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — cohort gate: rooms/{id}/messages (subcollection bypass)","10-firestore-cohort-rules.spec.ts","",""
"","41","participant CANNOT read mod_log of flagged conversation","integration","Thu Aug 27 12:34:30 UTC 2026","passed","Thu Aug 27 12:34:30 UTC 2026","Integration — cohort gate: conversations subcollections + crossCohortAtMigration propagation","10-firestore-cohort-rules.spec.ts","",""
"","1576","tappingTheMicToggleReportsTheOccupiedSeat","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.room.MicToggleTest","com.shyden.shytalk.feature.room.MicToggleTest",""
"","48","group admin CANNOT bulk-add multiple participants in one update (one-at-a-time invariant)","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — conversation participant ADD gate + frozenAtMigration freeze","10-firestore-cohort-rules.spec.ts","",""
"","1570","navigateToLinkedAccounts_showsProviders","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.LinkedAccountsTest","com.shyden.shytalk.journey.LinkedAccountsTest",""
"","3105","signIn_existingUser_navigatesToMain","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:56 UTC 2026","","com.shyden.shytalk.journey.AuthFlowTest","com.shyden.shytalk.journey.AuthFlowTest",""
"","62","user CANNOT self-modify economy fields (shyCoins)","integration","Thu Aug 27 12:34:24 UTC 2026","passed","Thu Aug 27 12:34:24 UTC 2026","Integration — Firestore rules: users collection","07-firestore-rules-enforcement.spec.ts","",""
"","1417","theToggleExplainsItselfWhenVoiceIsUnavailable","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.room.MicToggleTest","com.shyden.shytalk.feature.room.MicToggleTest",""
"","22","null-cohort caller CANNOT create cohort=adult room (default minor binds tight)","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","36","unauthenticated CANNOT read rooms","integration","Thu Aug 27 12:34:30 UTC 2026","passed","Thu Aug 27 12:34:30 UTC 2026","Integration — cohort gates: unauthenticated deny","10-firestore-cohort-rules.spec.ts","",""
"","47","participant CANNOT read message edits of flagged conversation","integration","Thu Aug 27 12:34:30 UTC 2026","passed","Thu Aug 27 12:34:30 UTC 2026","Integration — cohort gate: conversations subcollections + crossCohortAtMigration propagation","10-firestore-cohort-rules.spec.ts","",""
"","33","adult caller CANNOT create a room tagged cohort=minor (forging defence)","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","1343","accountPage_showsUniqueId","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.LinkedAccountsTest","com.shyden.shytalk.journey.LinkedAccountsTest",""
"","35","unauthenticated CANNOT read segregationEvents","integration","Thu Aug 27 12:34:29 UTC 2026","passed","Thu Aug 27 12:34:29 UTC 2026","Integration — segregationEvents collection rules","10-firestore-cohort-rules.spec.ts","",""
"","1800","profileTab_showsGiftWallTab","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.GiftWallJourneyTest","com.shyden.shytalk.journey.GiftWallJourneyTest",""
"","2785","newMessageFab_visible_onMessagesTab","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.NavigationSmokeTest","com.shyden.shytalk.journey.NavigationSmokeTest",""
"","4327","createRoom_emptyName_buttonDisabled","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:57 UTC 2026","","com.shyden.shytalk.journey.RoomCreationTest","com.shyden.shytalk.journey.RoomCreationTest",""
"","31","group create missing cohort field is rejected","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — cohort gate: conversations create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","1724","roomsTab_showsRoomList","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.NavigationSmokeTest","com.shyden.shytalk.journey.NavigationSmokeTest",""
"","2214","theSweepReallyVisitsEveryStepItClaims","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest",""
"","44","participant CAN create message on a non-flagged 1:1","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — messages.create gate (1:1 cross-cohort migration freeze)","10-firestore-cohort-rules.spec.ts","",""
"","169","returns 400 for an undersized image (MIN_DIMENSION gate)","integration","Thu Aug 27 12:34:20 UTC 2026","passed","Thu Aug 27 12:34:20 UTC 2026","Integration — Photo upload → R2 round-trip","03-photo-upload-r2-roundtrip.spec.ts","",""
"","119","returns 400 when productId or purchaseToken missing","integration","Thu Aug 27 12:34:22 UTC 2026","passed","Thu Aug 27 12:34:22 UTC 2026","Integration — IAP replay protection","05-iap-replay-protection.spec.ts","",""
"","1893","identity_newUser_showsProfileCreation","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.IdentityFlowTest","com.shyden.shytalk.journey.IdentityFlowTest",""
"","1802","signInScreen_personaPicker_visibleOnDev","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.AuthFlowTest","com.shyden.shytalk.journey.AuthFlowTest",""
"","56","adult caller CANNOT create 1:1 with a minor (cross-cohort blocked)","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: conversations create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","1946","signInScreen_displaysGoogleButton","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.IdentityFlowTest","com.shyden.shytalk.journey.IdentityFlowTest",""
"","42","participant CANNOT create message on a 1:1 flagged crossCohortAtMigration","integration","Thu Aug 27 12:34:32 UTC 2026","passed","Thu Aug 27 12:34:32 UTC 2026","Integration — messages.create gate (1:1 cross-cohort migration freeze)","10-firestore-cohort-rules.spec.ts","",""
"","1887","stalkersTab_shown_forOwnList","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.FollowListJourneyTest","com.shyden.shytalk.journey.FollowListJourneyTest",""
"","1726","theToggleReportsTheSeatItIsActuallyIn","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.room.MicToggleTest","com.shyden.shytalk.feature.room.MicToggleTest",""
"","74","user CANNOT self-modify identity fields (uniqueId, firebaseUid)","integration","Thu Aug 27 12:34:24 UTC 2026","passed","Thu Aug 27 12:34:24 UTC 2026","Integration — Firestore rules: users collection","07-firestore-rules-enforcement.spec.ts","",""
"","353","sender→recipient gift decrements coins, credits beans, returns the canonical reward","integration","Thu Aug 27 12:34:20 UTC 2026","passed","Thu Aug 27 12:34:21 UTC 2026","Integration — gift-direct state cascade","04-gift-direct-cascade.spec.ts","",""
"","54","null caller-claim + null resource-cohort → both default to minor → read succeeds","integration","Thu Aug 27 12:34:28 UTC 2026","passed","Thu Aug 27 12:34:28 UTC 2026","Integration — cohort gate: users","10-firestore-cohort-rules.spec.ts","",""
"","1697","deviceBinding_boundToSameUser_proceedsNormally","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.IdentityFlowTest","com.shyden.shytalk.journey.IdentityFlowTest",""
"","2579","profileTab_showsCurrentUserProfile","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.ProfileTest","com.shyden.shytalk.journey.ProfileTest",""
"","1591","followingTab_navigable","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.FollowListJourneyTest","com.shyden.shytalk.journey.FollowListJourneyTest",""
"","2426","profileTab_showsDisplayName","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.ProfileTest","com.shyden.shytalk.journey.ProfileTest",""
"","47","non-participant CANNOT read a conversation (privacy fix)","integration","Thu Aug 27 12:34:25 UTC 2026","passed","Thu Aug 27 12:34:25 UTC 2026","Integration — Firestore rules: conversations privacy","07-firestore-rules-enforcement.spec.ts","",""
"","26","minor caller CAN create a room with cohort=minor","integration","Thu Aug 27 12:34:31 UTC 2026","passed","Thu Aug 27 12:34:31 UTC 2026","Integration — cohort gate: rooms create-time bind","10-firestore-cohort-rules.spec.ts","",""
"","1473","warningIsShownOnPickImageStep_whenIsPreviewBuildTrue","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest","com.shyden.shytalk.feature.ageverification.AgeVerificationSubmitScreenTest",""
"","2073","securityRow_navigatesToSecurityScreen","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.SettingsNavigationTest","com.shyden.shytalk.journey.SettingsNavigationTest",""
"","1589","stalkersTab_showsSuperShyGate_whenNotSuperShy","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:54 UTC 2026","","com.shyden.shytalk.journey.FollowListJourneyTest","com.shyden.shytalk.journey.FollowListJourneyTest",""
"","2220","viewOtherProfile_showsFollowButton","","Thu Aug 27 13:13:53 UTC 2026","passed","Thu Aug 27 13:13:55 UTC 2026","","com.shyden.shytalk.journey.ProfileTest","com.shyden.shytalk.journey.ProfileTest",""
