"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","866","dispute queue lists disputed merges","chromium","Wed Sep 09 07:11:29 UTC 2026","passed","Wed Sep 09 07:11:30 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","2092","progress disclaimer translates when language changes","firefox","Wed Sep 09 07:14:44 UTC 2026","passed","Wed Sep 09 07:14:46 UTC 2026","Translation Verification > Roadmap Page","translation-verification.spec.ts","",""
"","5","names the failing write, the response, and every rooms-create precondition","mobile-safari","Wed Sep 09 06:57:04 UTC 2026","passed","Wed Sep 09 06:57:04 UTC 2026","buildRoomsCreateFailureHint — denial diagnostic","dev-smoke-helpers.spec.ts","",""
"","4034","forward after back: state restored","firefox","Wed Sep 09 07:12:17 UTC 2026","passed","Wed Sep 09 07:12:21 UTC 2026","URL & Navigation Edge Cases","suggestions-board.spec.ts","",""
"","20","All 21 locales define every Phase 2h key in ADMIN_TRANSLATIONS","webkit","Wed Sep 09 06:56:12 UTC 2026","passed","Wed Sep 09 06:56:12 UTC 2026","Admin users-tab IP/identity + prompts + bio-labels i18n (Phase 2h)","admin-users-ip-identity-i18n-phase-2h.spec.ts","",""
"","3740","API returns 500 on suggestions list: error message shown","mobile-chrome","Wed Sep 09 07:07:29 UTC 2026","passed","Wed Sep 09 07:07:33 UTC 2026","Error States","suggestions-security.spec.ts","",""
"","2058","GCS reset to 100","mobile-safari","Wed Sep 09 07:21:30 UTC 2026","passed","Wed Sep 09 07:21:32 UTC 2026","Admin Users - Moderation Subtab","admin-users-moderation.spec.ts","",""
"","1355","section headings change when language is set to Thai","webkit","Wed Sep 09 07:09:44 UTC 2026","passed","Wed Sep 09 07:09:45 UTC 2026","Translation Verification > Khmer New Year Page","translation-verification.spec.ts","",""
"","4","suggestions-board.js no longer contains hardcoded English aria-labels","webkit","Wed Sep 09 07:04:15 UTC 2026","passed","Wed Sep 09 07:04:15 UTC 2026","Suggestions-board aria-label i18n","suggestions-board-aria-i18n.spec.ts","",""
"","1243","submit with non-Latin text (Thai): layout correct, language tag set","firefox","Wed Sep 09 07:10:17 UTC 2026","passed","Wed Sep 09 07:10:18 UTC 2026","Suggestion Submission Edge Cases","suggestions-board.spec.ts","",""
"","12","POST /api/economy/purchase without productId is rejected with 400","mobile-chrome","Wed Sep 09 06:56:46 UTC 2026","skipped","Wed Sep 09 06:56:46 UTC 2026","Dev Smoke — IAP coin purchase (sandbox)","dev-smoke.spec.ts","",""
"","624","404.html is served and contains the branded shell","webkit","Wed Sep 09 06:55:36 UTC 2026","passed","Wed Sep 09 06:55:37 UTC 2026","Static SEO + 404 surfaces","404-robots-sitemap.spec.ts","",""
"","541","recover photos from R2 shows success toast","chromium","Wed Sep 09 07:06:16 UTC 2026","passed","Wed Sep 09 07:06:16 UTC 2026","Admin Backups Tab","admin-backups.spec.ts","",""
"","459","loading section exists in DOM","webkit","Wed Sep 09 06:58:37 UTC 2026","passed","Wed Sep 09 06:58:38 UTC 2026","Portal — Page Load & Structure","portal-auth.spec.ts","",""
"","8","default /* block ships HSTS, X-Frame-Options, Permissions-Policy","mobile-safari","Wed Sep 09 07:05:41 UTC 2026","passed","Wed Sep 09 07:05:41 UTC 2026","public/_headers default block — defense-in-depth security","security-headers.spec.ts","",""
"","904","filter by date range shows entries within range","mobile-safari","Wed Sep 09 07:16:21 UTC 2026","passed","Wed Sep 09 07:16:22 UTC 2026","Admin Logs","admin-logs.spec.ts","",""
"","916","Roadmap page has language selector button","webkit","Wed Sep 09 06:57:14 UTC 2026","passed","Wed Sep 09 06:57:15 UTC 2026","Language Selector Regression","khmer-new-year-page.spec.ts","",""
"","932","320px viewport: all content visible, no horizontal scroll","mobile-safari","Wed Sep 09 07:04:48 UTC 2026","passed","Wed Sep 09 07:04:49 UTC 2026","Responsive Layout","roadmap-redesign.spec.ts","",""
"","165","Chinese locale: tAdmin returns Han characters for all 10 new keys","mobile-chrome","Wed Sep 09 06:56:11 UTC 2026","passed","Wed Sep 09 06:56:11 UTC 2026","Admin users-tab button/toast i18n (Phase 2c)","admin-users-button-toast-i18n-phase-2c.spec.ts","",""
"","1032","bell icon when authenticated opens subscribe modal","chromium","Wed Sep 09 06:59:50 UTC 2026","passed","Wed Sep 09 06:59:51 UTC 2026","Roadmap Auth — Bell icon auth behaviour","roadmap-auth.spec.ts","",""
"","1605","maintenance actions create audit log entries except clear audit log","firefox","Wed Sep 09 07:24:37 UTC 2026","passed","Wed Sep 09 07:24:39 UTC 2026","Admin Maintenance — Suggestions Operations (11.29)","admin-suggestions.spec.ts","",""
"","1221","device preview updates live as title is typed","mobile-safari","Wed Sep 09 07:18:04 UTC 2026","passed","Wed Sep 09 07:18:05 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","1791","device View Logs navigates to Logs tab with userId filter","mobile-chrome","Wed Sep 09 07:10:26 UTC 2026","passed","Wed Sep 09 07:10:28 UTC 2026","Admin Cross-Tab Interactions","admin-cross-tab.spec.ts","",""
"","1273","welcome prompt shows friendly message about ShyTalk account","mobile-safari","Wed Sep 09 07:02:18 UTC 2026","passed","Wed Sep 09 07:02:19 UTC 2026","Roadmap Auth — Login Prompt","roadmap-auth.spec.ts","",""
"","4248","Google sign-in button calls signInWithGoogle (triggers redirect)","firefox","Wed Sep 09 07:04:56 UTC 2026","passed","Wed Sep 09 07:05:01 UTC 2026","Roadmap Auth — Subscribe uses shared login modal","roadmap-auth.spec.ts","",""
"","488","profile has unique ID field","firefox","Wed Sep 09 07:02:30 UTC 2026","passed","Wed Sep 09 07:02:30 UTC 2026","Portal — Profile Section Content","portal-dashboard.spec.ts","",""
"","735","filter by action type works","mobile-safari","Wed Sep 09 07:19:30 UTC 2026","passed","Wed Sep 09 07:19:31 UTC 2026","Admin Audit Log (11.18)","admin-suggestions.spec.ts","",""
"","341","message modal has title and body elements","chromium","Wed Sep 09 06:57:58 UTC 2026","passed","Wed Sep 09 06:57:59 UTC 2026","Portal — Message Modal Structure","portal-auth.spec.ts","",""
"","353","back to sign-in link from recovery works","chromium","Wed Sep 09 06:57:47 UTC 2026","passed","Wed Sep 09 06:57:47 UTC 2026","Portal — Recovery Screen","portal-auth.spec.ts","",""
"","664","backfill user types shows success","mobile-chrome","Wed Sep 09 07:12:41 UTC 2026","passed","Wed Sep 09 07:12:41 UTC 2026","Admin Maintenance Tab","admin-maintenance.spec.ts","",""
"","3710","API returns 500 on suggestions list: error message shown","firefox","Wed Sep 09 07:13:19 UTC 2026","passed","Wed Sep 09 07:13:22 UTC 2026","Error States","suggestions-security.spec.ts","",""
"","712","submit with exactly 80 char title: succeeds","firefox","Wed Sep 09 07:10:10 UTC 2026","passed","Wed Sep 09 07:10:10 UTC 2026","Suggestion Submission Edge Cases","suggestions-board.spec.ts","",""
"","1269","shows Sign In when Firebase auth has no ShyTalk account (profile === false)","mobile-safari","Wed Sep 09 07:06:13 UTC 2026","passed","Wed Sep 09 07:06:15 UTC 2026","Shared Header — Race window during profile fetch (W1 bundled bug)","shared-header.spec.ts","",""
"","420","Chinese runtime: status badges interpolate correctly","firefox","Wed Sep 09 06:56:43 UTC 2026","passed","Wed Sep 09 06:56:43 UTC 2026","Admin users-tab interpolated i18n (Phase 2d)","admin-users-interpolated-i18n-phase-2d.spec.ts","",""
"","1079","ring chart legend shows correct counts (Done, In Progress, Planned)","mobile-safari","Wed Sep 09 07:04:21 UTC 2026","passed","Wed Sep 09 07:04:23 UTC 2026","Roadmap Page — Theme & Layout","roadmap-redesign.spec.ts","",""
"","402","all external script sources are from allowed origins","mobile-chrome","Wed Sep 09 06:59:44 UTC 2026","passed","Wed Sep 09 06:59:45 UTC 2026","Portal — CSP & Security Headers","portal-security.spec.ts","",""
"","12","users.js no longer hardcodes the 12 in-scope strings","chromium","Wed Sep 09 06:56:03 UTC 2026","passed","Wed Sep 09 06:56:03 UTC 2026","Admin users-tab button/toast i18n (Phase 2c)","admin-users-button-toast-i18n-phase-2c.spec.ts","",""
"","755","filter by level shows only matching entries","chromium","Wed Sep 09 07:08:55 UTC 2026","passed","Wed Sep 09 07:08:56 UTC 2026","Admin Logs","admin-logs.spec.ts","",""
"","1","interpolates a different status, body, project and room verbatim","webkit","Wed Sep 09 06:56:49 UTC 2026","passed","Wed Sep 09 06:56:49 UTC 2026","buildRoomsCreateFailureHint — denial diagnostic","dev-smoke-helpers.spec.ts","",""
"","988","mobile: download prompt fits on 320px screen","mobile-safari","Wed Sep 09 07:03:00 UTC 2026","passed","Wed Sep 09 07:03:01 UTC 2026","Roadmap Auth — No Account Found","roadmap-auth.spec.ts","",""
"","449","?lang= sets dir explicitly rather than leaving the HTML default","webkit","Wed Sep 09 06:57:29 UTC 2026","passed","Wed Sep 09 06:57:30 UTC 2026","SHY-0181 — ?lang= URL flag drives language site-wide","lang-flag.spec.ts","",""
"","1101","i18n: login prompt text translatable (data-i18n attributes)","mobile-safari","Wed Sep 09 07:02:36 UTC 2026","passed","Wed Sep 09 07:02:37 UTC 2026","Roadmap Auth — Login Prompt","roadmap-auth.spec.ts","",""
"","1810","edit display name persists","mobile-chrome","Wed Sep 09 07:18:00 UTC 2026","passed","Wed Sep 09 07:18:02 UTC 2026","Admin Users - Profile Subtab","admin-users-profile.spec.ts","",""
"","570","password field is type=""password"" (not type=""text"")","webkit","Wed Sep 09 07:00:06 UTC 2026","passed","Wed Sep 09 07:00:06 UTC 2026","Portal — Authentication Section Security","portal-security.spec.ts","",""
"","1335","changing template to promotional does not crash the preview","chromium","Wed Sep 09 07:10:55 UTC 2026","passed","Wed Sep 09 07:10:57 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","816","timeline entries are in chronological order","mobile-safari","Wed Sep 09 07:20:30 UTC 2026","passed","Wed Sep 09 07:20:31 UTC 2026","Admin Suggestion History Timeline (11.94)","admin-suggestions.spec.ts","",""
"","213","terms page header has logo linking to home","chromium","Wed Sep 09 07:01:09 UTC 2026","passed","Wed Sep 09 07:01:09 UTC 2026","Shared Header — Presence on all pages","shared-header.spec.ts","",""
"","635","ring chart renders within 1 second of data load","firefox","Wed Sep 09 07:07:30 UTC 2026","passed","Wed Sep 09 07:07:31 UTC 2026","Performance","roadmap-redesign.spec.ts","",""
"","209","has viewport meta tag","chromium","Wed Sep 09 06:57:07 UTC 2026","passed","Wed Sep 09 06:57:07 UTC 2026","Cyber Bullying Policy","legal-pages.spec.ts","",""
"","293","Homepage-specific keys (tagline, app_store) still translate after the chain refactor","chromium","Wed Sep 09 06:56:36 UTC 2026","passed","Wed Sep 09 06:56:36 UTC 2026","Homepage footer links + copyright i18n","homepage-footer-links-i18n.spec.ts","",""
"","722","pending reports are grouped by reported user","mobile-chrome","Wed Sep 09 07:13:25 UTC 2026","passed","Wed Sep 09 07:13:25 UTC 2026","Admin Reports","admin-reports.spec.ts","",""
"","741","profile avatar has aria-label","mobile-safari","Wed Sep 09 06:58:48 UTC 2026","passed","Wed Sep 09 06:58:48 UTC 2026","Portal — Accessibility: Labels & ARIA","portal-a11y.spec.ts","",""
"","356","suspended section is hidden","chromium","Wed Sep 09 06:57:48 UTC 2026","passed","Wed Sep 09 06:57:48 UTC 2026","Portal — Hidden Sections on Load","portal-auth.spec.ts","",""
"","13","LEGAL_T.footer defines aria_suggestions + aria_legal_links in all 20 locales","webkit","Wed Sep 09 07:00:49 UTC 2026","passed","Wed Sep 09 07:00:49 UTC 2026","Roadmap aria-label i18n: suggestions + legal nav","roadmap-aria-suggestions-legal-i18n.spec.ts","",""
"","405","three days section has 3 entries","chromium","Wed Sep 09 06:56:40 UTC 2026","passed","Wed Sep 09 06:56:41 UTC 2026","Khmer New Year Page","khmer-new-year-page.spec.ts","",""
"","558","TOTP inputs enforce numeric pattern","firefox","Wed Sep 09 07:03:37 UTC 2026","passed","Wed Sep 09 07:03:38 UTC 2026","Portal — Authentication Section Security","portal-security.spec.ts","",""
"","22","SG_LABELS defines all 9 tag keys for all 21 locales","mobile-chrome","Wed Sep 09 07:08:14 UTC 2026","passed","Wed Sep 09 07:08:14 UTC 2026","Suggestions-board TAG_OPTIONS i18n","suggestions-tag-options-i18n.spec.ts","",""
"","1889","suggestion history timeline of status changes visible","firefox","Wed Sep 09 07:23:49 UTC 2026","passed","Wed Sep 09 07:23:51 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","771","empty email shows validation or error","mobile-safari","Wed Sep 09 06:55:56 UTC 2026","passed","Wed Sep 09 06:55:56 UTC 2026","Admin Login Flow","admin-login.spec.ts","",""
"","989","HTML inside a follow-up renders as text, never as markup","mobile-chrome","Wed Sep 09 06:56:04 UTC 2026","passed","Wed Sep 09 06:56:04 UTC 2026","Admin Support tab","admin-support.spec.ts","",""
"","729","Chinese locale: voting button aria-labels translate to Han characters","mobile-chrome","Wed Sep 09 07:03:19 UTC 2026","passed","Wed Sep 09 07:03:20 UTC 2026","Suggestions-board aria-label i18n","suggestions-board-aria-i18n.spec.ts","",""
"","1116","title counter has over-limit class when under minimum (less than 3 chars)","chromium","Wed Sep 09 07:10:40 UTC 2026","passed","Wed Sep 09 07:10:41 UTC 2026","Starting Screens Admin Section","admin-starting-screens.spec.ts","",""
"","671","watch list with 20+ items: scrollable, all removable","mobile-chrome","Wed Sep 09 07:08:01 UTC 2026","passed","Wed Sep 09 07:08:02 UTC 2026","Subscribe Modal Edge Cases","suggestions-subscribe.spec.ts","",""
"","788","badge present on /events/khmer-new-year.html","webkit","Wed Sep 09 07:00:22 UTC 2026","passed","Wed Sep 09 07:00:23 UTC 2026","Preview watermark — EVERY public page carries it (SHY-0205)","preview-watermark.spec.ts","",""
"","946","graph renders as connected node diagram","mobile-safari","Wed Sep 09 07:19:50 UTC 2026","passed","Wed Sep 09 07:19:51 UTC 2026","Admin Identity Graph Visualization (11.65)","admin-suggestions.spec.ts","",""
"","554","all card icons are aria-hidden","webkit","Wed Sep 09 06:59:31 UTC 2026","passed","Wed Sep 09 06:59:31 UTC 2026","Portal — Dashboard Section Content","portal-dashboard.spec.ts","",""
"","689","Firebase getApp() works (no duplicate init error)","mobile-chrome","Wed Sep 09 06:55:42 UTC 2026","passed","Wed Sep 09 06:55:43 UTC 2026","Admin Core Modules Integration","admin-core-modules.spec.ts","",""
"","595","recovery has email input with correct attributes","mobile-chrome","Wed Sep 09 06:58:39 UTC 2026","passed","Wed Sep 09 06:58:39 UTC 2026","Portal — Recovery Screen","portal-auth.spec.ts","",""
"","996","nodes: account (purple), device (blue), network/IP (green)","mobile-safari","Wed Sep 09 07:19:51 UTC 2026","passed","Wed Sep 09 07:19:52 UTC 2026","Admin Identity Graph Visualization (11.65)","admin-suggestions.spec.ts","",""
"","1532","mobile: nav still fits on small screen","mobile-safari","Wed Sep 09 07:04:47 UTC 2026","passed","Wed Sep 09 07:04:48 UTC 2026","Sticky Nav","roadmap-redesign.spec.ts","",""
"","1096","bulk reject: confirmation dialog, optional shared reason","chromium","Wed Sep 09 07:12:33 UTC 2026","passed","Wed Sep 09 07:12:34 UTC 2026","Admin Bulk Operations (11.93)","admin-suggestions.spec.ts","",""
"","777","shows ""Open to contact"" indicator when submitter opted in","chromium","Wed Sep 09 07:12:42 UTC 2026","passed","Wed Sep 09 07:12:43 UTC 2026","Admin Contact Opt-In Flow (11.95)","admin-suggestions.spec.ts","",""
"","1","the comment stripper actually strips (guards every rule below)","webkit","Wed Sep 09 06:56:15 UTC 2026","passed","Wed Sep 09 06:56:15 UTC 2026","SHY-0279 — auth injection discipline","auth-injection-discipline.spec.ts","",""
"","585","email input meets 44px minimum height","webkit","Wed Sep 09 06:58:16 UTC 2026","passed","Wed Sep 09 06:58:16 UTC 2026","Portal — Accessibility: Touch Targets","portal-a11y.spec.ts","",""
"","2623","Enter key submits login form","firefox","Wed Sep 09 07:00:06 UTC 2026","passed","Wed Sep 09 07:00:09 UTC 2026","Portal — Accessibility: Keyboard Navigation","portal-a11y.spec.ts","",""
"","1440","a follow-up is shown under the original message","firefox","Wed Sep 09 06:56:13 UTC 2026","passed","Wed Sep 09 06:56:15 UTC 2026","Admin Support tab","admin-support.spec.ts","",""
"","7","milestone add and remove — persist through save/reload","firefox","Wed Sep 09 07:18:33 UTC 2026","skipped","Wed Sep 09 07:18:33 UTC 2026","Admin Economy Config","admin-economy-config.spec.ts","",""
"","446","all external script sources are from allowed origins","webkit","Wed Sep 09 07:00:03 UTC 2026","passed","Wed Sep 09 07:00:04 UTC 2026","Portal — CSP & Security Headers","portal-security.spec.ts","",""
"","908","subtab button + empty state render when no pending submission for user","mobile-chrome","Wed Sep 09 07:08:43 UTC 2026","passed","Wed Sep 09 07:08:44 UTC 2026","Admin Age Verification subtab","admin-age-verification.spec.ts","",""
"","1661","API error shows error toast","mobile-safari","Wed Sep 09 07:15:02 UTC 2026","passed","Wed Sep 09 07:15:04 UTC 2026","Admin Cross-Tab Interactions","admin-cross-tab.spec.ts","",""
"","1103","card: merged/duplicate (hidden from public view)","mobile-safari","Wed Sep 09 07:08:57 UTC 2026","passed","Wed Sep 09 07:08:58 UTC 2026","Suggestion Card UI States","suggestions-board.spec.ts","",""
"","752","while the sign-in state is UNKNOWN, Sign In is not shown","firefox","Wed Sep 09 07:07:58 UTC 2026","passed","Wed Sep 09 07:07:59 UTC 2026","Shared header — no signed-out flash before auth is known","shared-header-auth-flash.spec.ts","",""
"","9","GET /api/users/:uniqueId returns the smoke user (auth round-trip)","mobile-chrome","Wed Sep 09 06:56:46 UTC 2026","skipped","Wed Sep 09 06:56:46 UTC 2026","Dev Smoke — critical user-facing API journeys","dev-smoke.spec.ts","",""
"","66","suspending the owner of an abandoned room still closes it","chromium","Wed Sep 09 07:14:30 UTC 2026","passed","Wed Sep 09 07:14:30 UTC 2026","Admin Users — Suspension Cascade & Warning Preservation","admin-users-room-cascade.spec.ts","",""
"","385","/community-guidelines.html translates every footer link to Thai","mobile-chrome","Wed Sep 09 06:57:32 UTC 2026","passed","Wed Sep 09 06:57:33 UTC 2026","Legal footer i18n — every page, every locale-switch","legal-footer-i18n.spec.ts","",""
"","942","dispute queue lists disputed merges","mobile-chrome","Wed Sep 09 07:14:48 UTC 2026","passed","Wed Sep 09 07:14:49 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","1250","welcome prompt visible in suggestions section specifically (not header)","mobile-safari","Wed Sep 09 07:02:22 UTC 2026","passed","Wed Sep 09 07:02:23 UTC 2026","Roadmap Auth — Login Prompt","roadmap-auth.spec.ts","",""
"","1193","reports empty state shows message when no archived reports","firefox","Wed Sep 09 07:18:34 UTC 2026","passed","Wed Sep 09 07:18:35 UTC 2026","Admin Empty States","admin-empty-states.spec.ts","",""
"","3971","temp ID clear removes the temporary ID","firefox","Wed Sep 09 07:27:13 UTC 2026","passed","Wed Sep 09 07:27:17 UTC 2026","Admin Users - Extra Profile Fields","admin-users-extra.spec.ts","",""
"","1263","empty state shows message when no banners exist","mobile-chrome","Wed Sep 09 07:09:51 UTC 2026","passed","Wed Sep 09 07:09:52 UTC 2026","Admin Banners","admin-banners.spec.ts","",""
"","541","comments 500: paginated correctly","chromium","Wed Sep 09 07:03:25 UTC 2026","passed","Wed Sep 09 07:03:25 UTC 2026","Empty & Extreme States","suggestions-board.spec.ts","",""
"","467","suspended section has sign-out button","webkit","Wed Sep 09 06:59:11 UTC 2026","passed","Wed Sep 09 06:59:12 UTC 2026","Portal — Suspension Section Structure","portal-auth.spec.ts","",""
"","838","coins balance displays correctly","mobile-chrome","Wed Sep 09 07:16:21 UTC 2026","passed","Wed Sep 09 07:16:22 UTC 2026","Admin Users - Economy Subtab","admin-users-economy.spec.ts","",""
"","2696","unbind cancel keeps device in the list","webkit","Wed Sep 09 07:12:45 UTC 2026","passed","Wed Sep 09 07:12:48 UTC 2026","Admin Devices Tab","admin-devices.spec.ts","",""
"","222","page /community-guidelines.html carries a footer link to /do-not-sell.html","chromium","Wed Sep 09 06:56:35 UTC 2026","passed","Wed Sep 09 06:56:35 UTC 2026","CCPA ""Do Not Sell"" footer link (C2)","footer-ccpa-link.spec.ts","",""
"","339","page /cyber-bullying.html carries a footer link to /do-not-sell.html","mobile-chrome","Wed Sep 09 06:56:49 UTC 2026","passed","Wed Sep 09 06:56:49 UTC 2026","CCPA ""Do Not Sell"" footer link (C2)","footer-ccpa-link.spec.ts","",""
"","108","API firebase-config responds","mobile-chrome","Wed Sep 09 06:56:43 UTC 2026","passed","Wed Sep 09 06:56:43 UTC 2026","Dev Sanity Checks","dev-sanity.spec.ts","",""
"","339","#dashboard does NOT show dashboard when unauthenticated","chromium","Wed Sep 09 06:58:20 UTC 2026","passed","Wed Sep 09 06:58:20 UTC 2026","Portal — Hash Routing (Unauthenticated)","portal-dashboard.spec.ts","",""
"","407","message modal has aria-labelledby pointing to title","mobile-chrome","Wed Sep 09 06:59:35 UTC 2026","passed","Wed Sep 09 06:59:35 UTC 2026","Portal — Modal Structure","portal-dashboard.spec.ts","",""
"","388","Chinese locale: tAdmin returns Han characters for all 10 new keys","mobile-safari","Wed Sep 09 06:56:21 UTC 2026","passed","Wed Sep 09 06:56:21 UTC 2026","Admin users-tab button/toast i18n (Phase 2c)","admin-users-button-toast-i18n-phase-2c.spec.ts","",""
"","7","portal.js no longer hardcodes ""Reason: "" or ""Welcome back, "" or toLocaleDateString(undefined)","mobile-safari","Wed Sep 09 07:01:09 UTC 2026","passed","Wed Sep 09 07:01:09 UTC 2026","Portal greeting + suspension i18n","portal-greeting-suspended-i18n.spec.ts","",""
"","609","dispute reject restores suggestion to pending queue","mobile-chrome","Wed Sep 09 07:14:50 UTC 2026","passed","Wed Sep 09 07:14:51 UTC 2026","Admin Suggestions Moderation (11.16)","admin-suggestions.spec.ts","",""
"","1444","timeline: created -> approved -> planned -> completed","firefox","Wed Sep 09 07:25:50 UTC 2026","passed","Wed Sep 09 07:25:52 UTC 2026","Admin Suggestion History Timeline (11.94)","admin-suggestions.spec.ts","",""
"","799","stop monitoring — click Stop, verify status gone","chromium","Wed Sep 09 07:10:16 UTC 2026","passed","Wed Sep 09 07:10:17 UTC 2026","Admin Spin Monitor","admin-spin-monitor.spec.ts","",""
"","586","recovery error and message are hidden initially","webkit","Wed Sep 09 06:58:57 UTC 2026","passed","Wed Sep 09 06:58:58 UTC 2026","Portal — Recovery Screen","portal-auth.spec.ts","",""
"","710","zh locale switch is reflected in the locale line (real i18n path)","mobile-safari","Wed Sep 09 07:02:09 UTC 2026","passed","Wed Sep 09 07:02:10 UTC 2026","Preview watermark — QA context lines (SHY-0205)","preview-watermark.spec.ts","",""
"","705","the tab actually loads — its module runs and nothing 404s","chromium","Wed Sep 09 06:55:53 UTC 2026","passed","Wed Sep 09 06:55:54 UTC 2026","Admin Support tab","admin-support.spec.ts","",""
"","2","each state’s copy carries its own state root, and never the other’s","chromium","Wed Sep 09 06:58:01 UTC 2026","passed","Wed Sep 09 06:58:01 UTC 2026","Portal ban screen — i18n completeness across all 21 locales","portal-ban-i18n.spec.ts","",""
"","1022","Thai locale: link is present + document direction set","webkit","Wed Sep 09 07:02:18 UTC 2026","passed","Wed Sep 09 07:02:19 UTC 2026","Roadmap footer — GitHub Project link","roadmap-gh-project-link.spec.ts","",""
"","3064","alert trace link navigates to Logs with traceId filter","firefox","Wed Sep 09 07:17:24 UTC 2026","skipped","Wed Sep 09 07:17:28 UTC 2026","Admin Cross-Tab Interactions","admin-cross-tab.spec.ts","",""
"","470","displays ShyTalk logo","webkit","Wed Sep 09 06:57:18 UTC 2026","passed","Wed Sep 09 06:57:18 UTC 2026","Landing Page","landing-page.spec.ts","",""
"","360","modal sections have data-i18n attributes","chromium","Wed Sep 09 06:57:27 UTC 2026","passed","Wed Sep 09 06:57:27 UTC 2026","Portal — i18n: Data Attributes","portal-a11y.spec.ts","",""
"","705","Open Graph tags present","mobile-chrome","Wed Sep 09 07:02:33 UTC 2026","passed","Wed Sep 09 07:02:34 UTC 2026","SEO & Meta Tags","roadmap-redesign.spec.ts","",""
"","1556","profile photo URL edit persists and updates preview","mobile-safari","Wed Sep 09 07:20:58 UTC 2026","passed","Wed Sep 09 07:21:00 UTC 2026","Admin Users - Extra Profile Fields","admin-users-extra.spec.ts","",""
"","424","security section back link has left arrow icon","mobile-chrome","Wed Sep 09 06:59:37 UTC 2026","passed","Wed Sep 09 06:59:37 UTC 2026","Portal — Subpage Back Links","portal-dashboard.spec.ts","",""
"","664","cancel: no changes saved","mobile-chrome","Wed Sep 09 07:07:58 UTC 2026","passed","Wed Sep 09 07:07:59 UTC 2026","Subscribe Modal","suggestions-subscribe.spec.ts","",""
